chunk_id,subject,predicate,object
1-introduction-and-background-p10-8-d395cf80,national_funding_methodology,determines,funding_allocations_2021_2022
1-introduction-and-background-p10-8-d395cf80,esfa,expects_to_confirm,funding_allocations_by_march_2021
1-introduction-and-background-p10-8-d395cf80,funding_allocations_2021_2022,has_time_period,academic_year_2021_2022
1-introduction-and-background-p10-8-d395cf80,funding_allocations_by_march_2021,has_date,march_2021
background-4-all-institutions-p10-9-c144ca8e,institutions,is_funded_by,esfa
background-4-all-institutions-p10-9-c144ca8e,institutions,has_legal_duty,comply_with_guidance
background-4-all-institutions-p10-9-c144ca8e,directly_funded_esfa_institutions,considers,esfa_as_funding_body
background-4-all-institutions-p10-9-c144ca8e,directly_funded_esfa_institutions,uses,online_enquiry_form_for_guidance
background-4-all-institutions-p10-9-c144ca8e,local_authorities,is_funded_by,esfa
background-4-all-institutions-p10-9-c144ca8e,local_authorities,considered_as,funding_body_for_queries
background-4-all-institutions-p10-9-c144ca8e,institutions,includes,academies_schools_colleges_providers
background-4-all-institutions-p10-9-c144ca8e,funding_guidance_for_young_people,applies_to,specific_institution_types
background-4-all-institutions-p10-9-c144ca8e,guidance,applies_to,all_students_and_pupils
background-4-all-institutions-p10-9-c144ca8e,esfa_young_people_funding,has_time_period,funding_year_aug1_to_jul31
background-4-all-institutions-p10-9-c144ca8e,academies,has_time_period,funding_year_sep1_to_aug31
background-4-all-institutions-p10-9-c144ca8e,local_authorities,pays,schools
background-4-all-institutions-p10-9-c144ca8e,local_authorities,uses,standard_treasury_financial_year_apr1_to_mar31
8-this-document-is-expected-to-p10-10-f97acb38,funding_body_auditors,uses_document_for,funding_audit_testing
8-this-document-is-expected-to-p10-10-f97acb38,funding_audit_testing,requires,evidence_of_compliance
8-this-document-is-expected-to-p10-10-f97acb38,section_4,includes,advice_on_planned_hours
8-this-document-is-expected-to-p10-10-f97acb38,funding_audit,is_facilitated_by,section_4
8-this-document-is-expected-to-p10-10-f97acb38,funding_compliance_work,is_facilitated_by,section_4
8-this-document-is-expected-to-p10-10-f97acb38,definitions,are_in,section_5
8-this-document-is-expected-to-p10-10-f97acb38,useful_acronyms_list,is_included_in,annex_a
8-this-document-is-expected-to-p10-10-f97acb38,annex_e,relates_to,provision_by_academies
8-this-document-is-expected-to-p10-10-f97acb38,annex_e,relates_to,provision_by_school_sixth_forms
8-this-document-is-expected-to-p10-10-f97acb38,provision_by_academies,uses_data_return_method,school_census_return
8-this-document-is-expected-to-p10-10-f97acb38,provision_by_school_sixth_forms,uses_data_return_method,school_census_return
scope-of-this-document-10-this-p11-11-c0642fcd,document,has_description,guidance_for_institutions
scope-of-this-document-10-this-p11-11-c0642fcd,document,applies_to,esfa_funded_provision
scope-of-this-document-10-this-p11-11-c0642fcd,document,has_time_period,funding_year_2021_2022
scope-of-this-document-10-this-p11-11-c0642fcd,esfa_funded_provision,has_funding_condition,student_eligibility_requirements
scope-of-this-document-10-this-p11-11-c0642fcd,student_eligibility_requirements,is_defined_in,section_3
scope-of-this-document-10-this-p11-11-c0642fcd,esfa_funded_provision,has_funding_element,funding_16_to_19
scope-of-this-document-10-this-p11-11-c0642fcd,esfa_funded_provision,has_funding_element,funding_19_to_24_with_ehc
scope-of-this-document-10-this-p11-11-c0642fcd,esfa_funded_provision,has_funding_element,funding_14_to_16
scope-of-this-document-10-this-p11-11-c0642fcd,funding_16_to_19,corresponds_to,age_group_16_to_19
scope-of-this-document-10-this-p11-11-c0642fcd,funding_19_to_24_with_ehc,corresponds_to,age_group_19_to_24
scope-of-this-document-10-this-p11-11-c0642fcd,funding_14_to_16,corresponds_to,age_group_14_to_16
scope-of-this-document-10-this-p11-11-c0642fcd,funding_14_to_16,has_funding_criteria,paragraphs_48_to_55
scope-of-this-document-10-this-p11-11-c0642fcd,funding_14_to_16,has_funding_criteria,funding_rates_and_formula
scope-of-this-document-10-this-p11-11-c0642fcd,document,has_status,web_links_correct_at_publication
2-principles-and-conditions-of-p12-12-5bb11bad,institution,has_legal_duty,record_eligible_students_as_funded
2-principles-and-conditions-of-p12-12-5bb11bad,student,must_be_assessed_as_eligible_for_funding,esfa_funding_criteria
2-principles-and-conditions-of-p12-12-5bb11bad,institution,has_legal_duty,avoid_funding_duplication
2-principles-and-conditions-of-p12-12-5bb11bad,institution,has_legal_duty,avoid_multiple_funding_for_same_provision
2-principles-and-conditions-of-p12-12-5bb11bad,institution,has_legal_duty,ensure_realistic_planned_hours
2-principles-and-conditions-of-p12-12-5bb11bad,institution,requires_documentation,funding_audit_evidence
2-principles-and-conditions-of-p12-12-5bb11bad,institution,has_legal_duty,ensure_programme_completion
14-we-only-expect-institutions-p12-13-6935b5e3,institutions,are_expected_to_discuss_with,esfa
14-we-only-expect-institutions-p12-13-6935b5e3,esfa,focuses_discussion_on,group_circumstances
14-we-only-expect-institutions-p12-13-6935b5e3,esfa,has_expectation,institution_makes_funding_decisions
14-we-only-expect-institutions-p12-13-6935b5e3,institution_makes_funding_decisions,is_based_on,individual_circumstances
14-we-only-expect-institutions-p12-13-6935b5e3,institution_makes_funding_decisions,adheres_to,guidance_spirit
14-we-only-expect-institutions-p12-13-6935b5e3,institutions,records_decisions_as,audit_evidence
14-we-only-expect-institutions-p12-13-6935b5e3,audit_evidence,is_in_accordance_with,student_enrolment_processes
funding-agreements-and-conditi-p12-14-b216b423,esfa,enters_into,grant_agreements
funding-agreements-and-conditi-p12-14-b216b423,esfa,enters_into,contracts_for_services
funding-agreements-and-conditi-p12-14-b216b423,grant_agreements,is_funded_by,esfa
funding-agreements-and-conditi-p12-14-b216b423,contracts_for_services,is_funded_by,esfa
funding-agreements-and-conditi-p12-14-b216b423,esfa,provides_funding_to,individual_institutions
funding-agreements-and-conditi-p12-14-b216b423,esfa,provides_funding_to,local_authorities
funding-agreements-and-conditi-p12-14-b216b423,local_authorities,maintains,school_provision
funding-agreements-and-conditi-p12-14-b216b423,funding_agreements,defines,education_and_training_provision_funding
funding-agreements-and-conditi-p12-14-b216b423,education_and_training_provision_funding,includes,esfa_conditions
funding-agreements-and-conditi-p12-14-b216b423,esfa_conditions,relates_to,charges_to_students
funding-agreements-and-conditi-p12-14-b216b423,annex_d,sets_condition_of_funding,english_and_mathematics_delivery
funding-agreements-and-conditi-p12-14-b216b423,esfa,issued_guidance_on,condition_of_funding
funding-agreements-and-conditi-p12-14-b216b423,guidance,assists,institutions
funding-agreements-and-conditi-p12-14-b216b423,institutions,plans_to_meet,condition_of_funding
funding-agreements-and-conditi-p12-14-b216b423,esfa,attaches_conditions,young_people_funding
funding-agreements-and-conditi-p12-14-b216b423,young_people_funding,governed_by,guidance_by_secretary_of_state
a-tuition-fees-cannot-be-charg-p13-15-635b3883,education_and_skills_funding_agency,provides_funding,institutions
a-tuition-fees-cannot-be-charg-p13-15-635b3883,subcontractors,is_funded_by,education_and_skills_funding_agency
a-tuition-fees-cannot-be-charg-p13-15-635b3883,institutions,has_legal_duty,no_tuition_fee_charge_16_to_18
a-tuition-fees-cannot-be-charg-p13-15-635b3883,subcontractors,has_legal_duty,no_tuition_fee_charge_16_to_18
a-tuition-fees-cannot-be-charg-p13-15-635b3883,student_16_to_18,participates_in,education_programme
a-tuition-fees-cannot-be-charg-p13-15-635b3883,education_programme,includes,consecutive_study_years
a-tuition-fees-cannot-be-charg-p13-15-635b3883,consecutive_study_years,provides_assistance,free_tuition
a-tuition-fees-cannot-be-charg-p13-15-635b3883,student_16_to_18,has_funding_condition,free_tuition
a-tuition-fees-cannot-be-charg-p13-15-635b3883,institutions,can_apply,attendance_conditions_for_exams
a-tuition-fees-cannot-be-charg-p13-15-635b3883,institutions,has_legal_duty,no_compulsory_fees_16_to_18_except_conditions
a-tuition-fees-cannot-be-charg-p13-15-635b3883,attendance_conditions_for_exams,requires,reasonable_attendance
a-tuition-fees-cannot-be-charg-p13-15-635b3883,examination_fee_charge,is_reason_for,insufficient_attendance
a-tuition-fees-cannot-be-charg-p13-15-635b3883,examination_fee_charge,is_reason_for,unexcused_absence_in_exam
a-tuition-fees-cannot-be-charg-p13-15-635b3883,examination_resit_fee,is_reason_for,initial_exam_failure
a-tuition-fees-cannot-be-charg-p13-15-635b3883,examination_resit_fee,is_funded_by,inclusion_in_planned_hour_returns
where-a-student-resits-an-exa-p13-16-9002179e,resit_exam,is_funded_by,inclusion_in_planned_hour_returns
where-a-student-resits-an-exa-p13-16-9002179e,resit_exam,has_aim,marginal_grade_improvement
where-a-student-resits-an-exa-p13-16-9002179e,student,participates_in,resit_exam
where-a-student-resits-an-exa-p13-16-9002179e,gcse_qualification,corresponds_to_learning_aim,english_or_maths
where-a-student-resits-an-exa-p13-16-9002179e,student,has_achievement_status,below_grade_4_or_c
where-a-student-resits-an-exa-p13-16-9002179e,gcse_qualification,is_not_counted_as,resit_for_funding_purpose
where-a-student-resits-an-exa-p13-16-9002179e,institution,has_legal_duty,apply_attendance_coursework_requirements
where-a-student-resits-an-exa-p13-16-9002179e,programme,has_requirement,reasonable_application_of_rules
where-a-student-resits-an-exa-p13-16-9002179e,programme,starts_with,clear_requirements_communication
where-a-student-resits-an-exa-p13-16-9002179e,absence_due_to_illness,is_reason_for,non_completion_of_coursework
where-a-student-resits-an-exa-p13-16-9002179e,non_completion_of_coursework,is_not_ground_for,charging_additional_fees
where-a-student-resits-an-exa-p13-16-9002179e,institution,may_request,voluntary_contribution
where-a-student-resits-an-exa-p13-16-9002179e,voluntary_contribution,has_condition,no_obligation_to_contribute
where-a-student-resits-an-exa-p13-16-9002179e,voluntary_contribution,has_impact,no_differential_treatment
e-no-fee-must-be-charged-to-st-p14-17-e313249f,instrumental_tuition_16_18,is_funded_by,esfa
e-no-fee-must-be-charged-to-st-p14-17-e313249f,instrumental_tuition_16_18,has_funding_condition,no_fee_for_exam_syllabus_inclusion
e-no-fee-must-be-charged-to-st-p14-17-e313249f,music_qualifications,is_part_of,prescribed_public_examination
e-no-fee-must-be-charged-to-st-p14-17-e313249f,prescribed_public_examination,includes,esfa_list_of_qualifications
e-no-fee-must-be-charged-to-st-p14-17-e313249f,students_with_disabilities_19_24,is_funded_by,esfa
e-no-fee-must-be-charged-to-st-p14-17-e313249f,students_with_disabilities_19_24,has_funding_condition,no_tuition_fees
e-no-fee-must-be-charged-to-st-p14-17-e313249f,students_with_disabilities_19_24,has_legal_duty,provide_education_health_care_plan
e-no-fee-must-be-charged-to-st-p14-17-e313249f,study_programme_elements_16_18,provides_option,charge_for_non_syllabus_elements
e-no-fee-must-be-charged-to-st-p14-17-e313249f,institution,has_discretion,determine_charges_for_activities
e-no-fee-must-be-charged-to-st-p14-17-e313249f,optional_extras,has_funding_condition,no_mandatory_charge
i-where-clothing-or-equipment-p14-18-c4d9837b,clothing_or_equipment,provides_assistance,student_health_safety
i-where-clothing-or-equipment-p14-18-c4d9837b,student,has_option,borrow_clothing_equipment_free
i-where-clothing-or-equipment-p14-18-c4d9837b,clothing_or_equipment,requires,charge_if_retained
i-where-clothing-or-equipment-p14-18-c4d9837b,learning_materials,sold_at,bookshops
i-where-clothing-or-equipment-p14-18-c4d9837b,bookshops,provides_service,discounts_on_books_stationery
i-where-clothing-or-equipment-p14-18-c4d9837b,library_books,requires,return_on_time
i-where-clothing-or-equipment-p14-18-c4d9837b,student,incurs_fine,late_return_library_books
i-where-clothing-or-equipment-p14-18-c4d9837b,fines,has_description,disciplinary_fines
i-where-clothing-or-equipment-p14-18-c4d9837b,deposits,has_description,fully_refundable_except_damage_theft
i-where-clothing-or-equipment-p14-18-c4d9837b,deposits,includes,lockers_id_cards_keys_library_cards_smartcards_equipment
i-where-clothing-or-equipment-p14-18-c4d9837b,fines_and_deposits,has_status,not_fees
i-where-clothing-or-equipment-p14-18-c4d9837b,photocopying_and_printing,has_status,not_fees
i-where-clothing-or-equipment-p14-18-c4d9837b,photocopying_and_printing,provides_service,optional_alternative_sources
v-the-recreational-use-of-leis-p14-19-6972afad,recreational_use,is_reason_for,non_academic_facilities_use
v-the-recreational-use-of-leis-p14-19-6972afad,recreational_use,has_reason,not_course_requirement
v-the-recreational-use-of-leis-p14-19-6972afad,recreational_use,has_reason,not_student_union_entitlement
v-the-recreational-use-of-leis-p14-19-6972afad,field_trips,has_associated_cost,travel_cost
v-the-recreational-use-of-leis-p14-19-6972afad,field_trips,has_associated_cost,board_and_lodging_cost
v-the-recreational-use-of-leis-p14-19-6972afad,field_trips,has_associated_cost,tuition_cost
v-the-recreational-use-of-leis-p14-19-6972afad,field_trips,has_reason,part_of_course_syllabus
v-the-recreational-use-of-leis-p14-19-6972afad,field_trips,has_reason,outside_course_syllabus
v-the-recreational-use-of-leis-p14-19-6972afad,field_trips,is_part_of,study_programme
vii-optional-extra-activities-p14-20-ead3ba13,optional_extra_activities,is_type_of,activity
vii-optional-extra-activities-p14-20-ead3ba13,optional_extra_activities,has_description,activities_outside_required_study_programme
vii-optional-extra-activities-p14-20-ead3ba13,institution,has_discretion,charge_for_optional_extra_activities
vii-optional-extra-activities-p14-20-ead3ba13,optional_extra_activities,includes,theatre_visit
vii-optional-extra-activities-p14-20-ead3ba13,optional_extra_activities,includes,cinema_visit
vii-optional-extra-activities-p14-20-ead3ba13,optional_extra_activities,includes,museum_visit
vii-optional-extra-activities-p14-20-ead3ba13,optional_extra_activities,includes,day_visit
vii-optional-extra-activities-p14-20-ead3ba13,optional_extra_activities,includes,residential_visit
vii-optional-extra-activities-p14-20-ead3ba13,theatre_visit,is_type_of,optional_extra_activity
vii-optional-extra-activities-p14-20-ead3ba13,cinema_visit,is_type_of,optional_extra_activity
vii-optional-extra-activities-p14-20-ead3ba13,museum_visit,is_type_of,optional_extra_activity
vii-optional-extra-activities-p14-20-ead3ba13,day_visit,is_type_of,optional_extra_activity
vii-optional-extra-activities-p14-20-ead3ba13,residential_visit,is_type_of,optional_extra_activity
vii-optional-extra-activities-p14-20-ead3ba13,optional_extra_activities,not_required_by,course_syllabuses
vii-optional-extra-activities-p14-20-ead3ba13,course_syllabuses,does_not_require,optional_extra_activities
evidence-and-record-keeping-17-p15-21-d9b51b4f,institution,has_legal_duty,retain_evidence
evidence-and-record-keeping-17-p15-21-d9b51b4f,institution,has_legal_duty,keep_records
evidence-and-record-keeping-17-p15-21-d9b51b4f,institution,requires_documentation,data_returns_support
evidence-and-record-keeping-17-p15-21-d9b51b4f,institution,has_funding_impact,data_returns_accuracy
evidence-and-record-keeping-17-p15-21-d9b51b4f,institution,modifies,data_returns
evidence-and-record-keeping-17-p15-21-d9b51b4f,institution,has_legal_duty,comply_with_gdpr
evidence-and-record-keeping-17-p15-21-d9b51b4f,student_record_systems,is_part_of,institution
evidence-and-record-keeping-17-p15-21-d9b51b4f,individual_records,is_part_of,student_record_systems
evidence-and-record-keeping-17-p15-21-d9b51b4f,individual_records,used_for,funding_audit_assurance
evidence-and-record-keeping-17-p15-21-d9b51b4f,institution,has_legal_duty,retain_original_documents
evidence-and-record-keeping-17-p15-21-d9b51b4f,original_documents,includes,attendance_records
evidence-and-record-keeping-17-p15-21-d9b51b4f,original_documents,includes,enrolment_records
evidence-and-record-keeping-17-p15-21-d9b51b4f,original_documents,includes,learning_agreements
evidence-and-record-keeping-17-p15-21-d9b51b4f,original_documents,has_description,financial_and_legal_records
evidence-and-record-keeping-17-p15-21-d9b51b4f,retention_methods,corresponds_to,institution_financial_record_retention_rules
evidence-and-record-keeping-17-p15-21-d9b51b4f,subcontractors,must_not_have,original_documents
22-the-institution-itself-will-p15-22-1d357788,institution,is_registered_with,awarding_body
22-the-institution-itself-will-p15-22-1d357788,student,must_be_registered_with,awarding_body
22-the-institution-itself-will-p15-22-1d357788,student,must_be_registered_with,awarding_body_to_be_eligible_for_funding
22-the-institution-itself-will-p15-22-1d357788,institution,has_legal_duty,revise_data_return_for_ineligible_students
22-the-institution-itself-will-p15-22-1d357788,institution,must_revise_data_return,record_students_as_not_eligible
22-the-institution-itself-will-p15-22-1d357788,institution,intends_to_deliver_unidentifiable_provision,contact_esfa
22-the-institution-itself-will-p15-22-1d357788,institution,must_seek_written_clarification,before_proceeding
22-the-institution-itself-will-p15-22-1d357788,institution,must_retain_documentary_evidence,for_audit_purposes
22-the-institution-itself-will-p15-22-1d357788,documentary_evidence,is_documentation_required_by,esfa
22-the-institution-itself-will-p15-22-1d357788,institution,provides_service,funding_guidance_for_young_people
22-the-institution-itself-will-p15-22-1d357788,funding_guidance_for_young_people,includes,four_books
22-the-institution-itself-will-p15-22-1d357788,institution,performs,contact_esfa_for_clarification
22-the-institution-itself-will-p15-22-1d357788,institution,has_obligation,ensure_eligibility_for_esfa_funding
action-on-ineligible-planned-h-p15-23-2f8871df,esfa,evaluates,planned_hours
action-on-ineligible-planned-h-p15-23-2f8871df,planned_hours,has_description,systematically_recorded
action-on-ineligible-planned-h-p15-23-2f8871df,evidence,requires,realistic_delivery
action-on-ineligible-planned-h-p15-23-2f8871df,esfa,requires,reduced_planned_hours
action-on-ineligible-planned-h-p15-23-2f8871df,reduced_planned_hours,corresponds_to,evidence_delivered
action-on-ineligible-planned-h-p15-23-2f8871df,esfa,applies,revised_planned_hours
action-on-ineligible-planned-h-p15-23-2f8871df,revised_planned_hours,modifies,future_lagged_funding_values
3-student-eligibility-introduc-p16-24-7f545124,student_eligibility_introduction,has_description,rules_on_student_eligibility_for_ESFA_funding
3-student-eligibility-introduc-p16-24-7f545124,student_eligibility_introduction,provides_assistance,guidance_on_evidencing_student_eligibility
3-student-eligibility-introduc-p16-24-7f545124,student_eligibility_introduction,is_part_of,enrolment_processes
3-student-eligibility-introduc-p16-24-7f545124,funding_eligibility_post_16,corresponds_to,pre_16_school_eligibility_rules
3-student-eligibility-introduc-p16-24-7f545124,students,has_funding_status,either_eligible_or_ineligible
3-student-eligibility-introduc-p16-24-7f545124,students,is_funded_by,ESFA
3-student-eligibility-introduc-p16-24-7f545124,funding_eligibility_post_16,is_governed_by,ESFA_funding_regulations
3-student-eligibility-introduc-p16-24-7f545124,institutions,requires_documentation,evidence_of_student_eligibility
28-most-young-people-legally-r-p16-25-d65286d1,young_people_residing_in_england,has_eligibility,funding_16_to_19_study_programme
28-most-young-people-legally-r-p16-25-d65286d1,funding_16_to_19_study_programme,has_exceptions,paragraph_71_to_73
28-most-young-people-legally-r-p16-25-d65286d1,paragraph_38_to_41,provides_further_information,eligibility_requirements
28-most-young-people-legally-r-p16-25-d65286d1,funded_institutions,has_obligation,minimize_student_eligibility_administration_burden
28-most-young-people-legally-r-p16-25-d65286d1,most_students,requires,confirmation_of_uk_residency_for_3_years_on_enrolment_form
28-most-young-people-legally-r-p16-25-d65286d1,eligible_students_not_meeting_residency_test,requires,institutional_verification_of_legal_residency
28-most-young-people-legally-r-p16-25-d65286d1,paragraph_74_to_83,provides_further_advice,compliance_evidence_of_student_eligibility
28-most-young-people-legally-r-p16-25-d65286d1,funded_institutions,provides_assistance,funded_students
28-most-young-people-legally-r-p16-25-d65286d1,funding_auditors,receives_assistance,compliance_evidence_of_student_eligibility
european-union-and-european-ec-p16-27-6c536dbb,uk,has_legal_duty,treat_eu_eea_non_eu_citizens_equally
european-union-and-european-ec-p16-27-6c536dbb,eu_eea_students_post_2020,requires,legal_residency_proof
european-union-and-european-ec-p16-27-6c536dbb,eu_eea_students_post_2020,not_eligible_for,automatic_funding
european-union-and-european-ec-p16-27-6c536dbb,eu_eea_students_pre_2021,has_funding,full_duration_funding
european-union-and-european-ec-p16-27-6c536dbb,eu_eea_students_pre_2021,is_treated_equally_to,uk_residents
european-union-and-european-ec-p16-27-6c536dbb,irish_citizens,automatically_eligible_for,funding
european-union-and-european-ec-p16-27-6c536dbb,students_with_settled_status,eligible_for,funding_under_paragraph_39
european-union-and-european-ec-p16-27-6c536dbb,students_in_settlement_process,assessed_under,paragraph_40
european-union-and-european-ec-p16-27-6c536dbb,uk,left,european_union
european-union-and-european-ec-p16-27-6c536dbb,free_movement_uk_eu,has_status,ended
european-union-and-european-ec-p16-27-6c536dbb,uk_immigration_system,evaluates,points_based_criteria
european-union-and-european-ec-p16-27-6c536dbb,uk_immigration_system,treats_equally,eu_non_eu_citizens
residency-eligibility-32-the-f-p17-29-16893efd,paragraphs_38_to_40,defines,student_eligibility_criteria
residency-eligibility-32-the-f-p17-29-16893efd,student,has_funding_start_status,eligibility_under_paragraphs_38_to_40
residency-eligibility-32-the-f-p17-29-16893efd,student,has_funding_duration,full_duration_of_study_programme
residency-eligibility-32-the-f-p17-29-16893efd,paragraphs_67_to_73,explains,exceptions_for_ineligible_students
residency-eligibility-32-the-f-p17-29-16893efd,institution,has_legal_duty,establish_student_eligibility_at_programme_start
